Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2010","2010","1000 US$","706231","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2011","2011","1000 US$","758689","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2012","2012","1000 US$","778340","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2013","2013","1000 US$","811785","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","1000 US$","820181","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2015","2015","1000 US$","833233","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","1000 US$","740800","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","1000 US$","621516","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","1000 US$","537806","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","1000 US$","549426","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","1000 US$","520566","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2010","2010","1000 US$","701100","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2011","2011","1000 US$","744635","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2012","2012","1000 US$","757943","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2013","2013","1000 US$","809716","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2014","2014","1000 US$","806212","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2015","2015","1000 US$","809720","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2016","2016","1000 US$","729027","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2017","2017","1000 US$","620516","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2018","2018","1000 US$","529844","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 US$","539125","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 US$","508797","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2010","2010","1000 US$","2366603","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2011","2011","1000 US$","2627123","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2012","2012","1000 US$","3025718","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2013","2013","1000 US$","2898596","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2014","2014","1000 US$","2969815","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2015","2015","1000 US$","3171325","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2016","2016","1000 US$","3300654","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2017","2017","1000 US$","3475577","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2018","2018","1000 US$","3844085","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2019","2019","1000 US$","4040308","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","4136395","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2010","2010","1000 US$","2365540","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2011","2011","1000 US$","2627123","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2012","2012","1000 US$","3023530","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2013","2013","1000 US$","2897239","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2014","2014","1000 US$","2969815","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2015","2015","1000 US$","3171325","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2016","2016","1000 US$","3284870","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2017","2017","1000 US$","3055839","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2018","2018","1000 US$","3491170","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2019","2019","1000 US$","3529035","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 US$","3568455","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2010","2010","1000 US$","69547","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2011","2011","1000 US$","72869","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2012","2012","1000 US$","81944","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2013","2013","1000 US$","83363","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2014","2014","1000 US$","94742","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2015","2015","1000 US$","95856","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2016","2016","1000 US$","84768","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2017","2017","1000 US$","75862","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2018","2018","1000 US$","72248","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2019","2019","1000 US$","71898","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2020","2020","1000 US$","76274","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2010","2010","1000 US$","266236","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2011","2011","1000 US$","294391","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2012","2012","1000 US$","304416","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2013","2013","1000 US$","319129","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2014","2014","1000 US$","328957","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2015","2015","1000 US$","334114","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2016","2016","1000 US$","260527","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2017","2017","1000 US$","235091","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2018","2018","1000 US$","189620","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2019","2019","1000 US$","201647","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2020","2020","1000 US$","207821","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2010","2010","1000 US$","265957","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2011","2011","1000 US$","294010","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2012","2012","1000 US$","304388","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2013","2013","1000 US$","319129","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2014","2014","1000 US$","328957","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2015","2015","1000 US$","334114","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2016","2016","1000 US$","282776","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2017","2017","1000 US$","242621","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2018","2018","1000 US$","206344","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2019","2019","1000 US$","219317","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21116i","Meat of goat, fresh or chilled (indigenous)","2020","2020","1000 US$","227136","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2010","2010","1000 US$","4691233","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2011","2011","1000 US$","4823106","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2012","2012","1000 US$","4935131","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2013","2013","1000 US$","5415284","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","1000 US$","5466455","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2015","2015","1000 US$","5437358","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2016","2016","1000 US$","5422968","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2017","2017","1000 US$","5183247","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","1000 US$","5034460","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2019","2019","1000 US$","4783751","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","1000 US$","5228668","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2010","2010","1000 US$","4691181","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2011","2011","1000 US$","4822909","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2012","2012","1000 US$","4935087","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2013","2013","1000 US$","5415197","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2014","2014","1000 US$","5466161","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2015","2015","1000 US$","5437028","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2016","2016","1000 US$","5019160","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2017","2017","1000 US$","5073390","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2018","2018","1000 US$","5091361","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2019","2019","1000 US$","4573807","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2020","2020","1000 US$","3917982","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01950.01","Natural rubber in primary forms","2010","2010","1000 US$","538756","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01950.01","Natural rubber in primary forms","2011","2011","1000 US$","741269","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01950.01","Natural rubber in primary forms","2012","2012","1000 US$","525151","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01950.01","Natural rubber in primary forms","2013","2013","1000 US$","422851","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01950.01","Natural rubber in primary forms","2014","2014","1000 US$","269126","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01950.01","Natural rubber in primary forms","2015","2015","1000 US$","177698","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01950.01","Natural rubber in primary forms","2016","2016","1000 US$","170499","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01950.01","Natural rubber in primary forms","2017","2017","1000 US$","235614","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01950.01","Natural rubber in primary forms","2018","2018","1000 US$","195440","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01950.01","Natural rubber in primary forms","2019","2019","1000 US$","204021","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01950.01","Natural rubber in primary forms","2020","2020","1000 US$","184713","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2010","2010","1000 US$","55280","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2011","2011","1000 US$","80800","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2012","2012","1000 US$","64668","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2013","2013","1000 US$","43052","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2014","2014","1000 US$","41364","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2015","2015","1000 US$","33485","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2016","2016","1000 US$","34798","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2017","2017","1000 US$","36926","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2018","2018","1000 US$","34973","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2019","2019","1000 US$","27859","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2020","2020","1000 US$","34577","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01239.01","Okra","2010","2010","1000 US$","9881","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01239.01","Okra","2011","2011","1000 US$","11574","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01239.01","Okra","2012","2012","1000 US$","10435","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01239.01","Okra","2013","2013","1000 US$","12277","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01239.01","Okra","2014","2014","1000 US$","11900","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01239.01","Okra","2015","2015","1000 US$","13737","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01239.01","Okra","2016","2016","1000 US$","12599","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01239.01","Okra","2017","2017","1000 US$","13161","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01239.01","Okra","2018","2018","1000 US$","16190","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01239.01","Okra","2019","2019","1000 US$","16070","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01239.01","Okra","2020","2020","1000 US$","17597","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2010","2010","1000 US$","80338","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2011","2011","1000 US$","156063","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","1000 US$","163281","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","1000 US$","117426","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","1000 US$","165769","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","1000 US$","125149","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","1000 US$","136269","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","1000 US$","146982","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","1000 US$","166038","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","1000 US$","186341","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","1000 US$","250705","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01323","Oranges","2010","2010","1000 US$","3272","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01323","Oranges","2011","2011","1000 US$","3039","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01323","Oranges","2012","2012","1000 US$","3361","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01323","Oranges","2013","2013","1000 US$","3052","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01323","Oranges","2014","2014","1000 US$","2773","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01323","Oranges","2015","2015","1000 US$","2760","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01323","Oranges","2016","2016","1000 US$","2404","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01323","Oranges","2017","2017","1000 US$","2176","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01323","Oranges","2018","2018","1000 US$","1863","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01323","Oranges","2019","2019","1000 US$","1684","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01323","Oranges","2020","2020","1000 US$","1494","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01329","Other citrus fruit, n.e.c.","2010","2010","1000 US$","63796","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01329","Other citrus fruit, n.e.c.","2011","2011","1000 US$","97485","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01329","Other citrus fruit, n.e.c.","2012","2012","1000 US$","84351","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01329","Other citrus fruit, n.e.c.","2013","2013","1000 US$","68542","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01329","Other citrus fruit, n.e.c.","2014","2014","1000 US$","77844","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01329","Other citrus fruit, n.e.c.","2015","2015","1000 US$","65821","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01329","Other citrus fruit, n.e.c.","2016","2016","1000 US$","49647","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01329","Other citrus fruit, n.e.c.","2017","2017","1000 US$","44788","E","Estimated value"
